,Relation,Result_Argument,Arguments,Table,Caption,Segment,Document
109,O2 Permeability_Relation,"{'O2 Permeability': [['2.967', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
110,CO2 Permeability_Relation,"{'CO2 Permeability': [['11.350', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
111,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['0', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['4', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
112,O2 Permeability_Relation,"{'O2 Permeability': [['6.705', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
113,CO2 Permeability_Relation,"{'CO2 Permeability': [['27.515', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
114,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['0', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['5', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
115,O2 Permeability_Relation,"{'O2 Permeability': [['27.357', 'barrer'], 'Permeability (barrer) b CO2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
116,CO2 Permeability_Relation,"{'CO2 Permeability': ['', '']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
117,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['0', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['6', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
118,O2 Permeability_Relation,"{'O2 Permeability': [['9.553', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
119,CO2 Permeability_Relation,"{'CO2 Permeability': [['38.982', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
120,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['0', 'weigth percent'], 'Ionomer films MMT'], 'PackNumber': [['24', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
121,O2 Permeability_Relation,"{'O2 Permeability': [['2.954', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
122,CO2 Permeability_Relation,"{'CO2 Permeability': [['10.750', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
123,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['1', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['12', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
124,O2 Permeability_Relation,"{'O2 Permeability': [['7.525 (0.788)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
125,CO2 Permeability_Relation,"{'CO2 Permeability': [['31.684 (0.813)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
126,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['1', 'weigth percent'], 'Ionomer films MMT'], 'PackNumber': [['30', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
127,O2 Permeability_Relation,"{'O2 Permeability': [['2.458 (0.832)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
128,CO2 Permeability_Relation,"{'CO2 Permeability': [['9.097 (0.846)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
129,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['15', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
130,O2 Permeability_Relation,"{'O2 Permeability': [['6.636 (0.713)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
131,CO2 Permeability_Relation,"{'CO2 Permeability': [['28.090 (0.722)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
132,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'Ionomer films MMT'], 'PackNumber': [['33', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
133,O2 Permeability_Relation,"{'O2 Permeability': [['1.881 (0.634)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
134,CO2 Permeability_Relation,"{'CO2 Permeability': [['6.950 (0.612)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
135,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['16', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
136,O2 Permeability_Relation,"{'O2 Permeability': [['5.654 (0.843)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
137,CO2 Permeability_Relation,"{'CO2 Permeability': [['23.758 (0.863)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
138,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['17', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
139,O2 Permeability_Relation,"{'O2 Permeability': [['5.318 (0.838)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
140,CO2 Permeability_Relation,"{'CO2 Permeability': [['22.485 (0.822)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
141,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'LDPE films MMT'], 'PackNumber': [['18', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
142,O2 Permeability_Relation,"{'O2 Permeability': [['6.597 (0.691)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
143,CO2 Permeability_Relation,"{'CO2 Permeability': [['28.270 (0.725)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
144,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3', 'weigth percent'], 'Ionomer films MMT'], 'PackNumber': [['36', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
145,O2 Permeability_Relation,"{'O2 Permeability': [['1.765 (0.597)', 'barrer'], 'Permeability (barrer) b O2']}","{'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
146,CO2 Permeability_Relation,"{'CO2 Permeability': [['6.645 (0.618)', 'barrer'], 'Permeability (barrer) b CO2']}","{'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 4,Table 4 . Gas permeability data of selected blown films evaluated in this study a,"['Results and discussion', 'Barrier properties', 'Steady-state gas permeation properties']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
